model,Gsolv,timing
222,-1600.6912105,7.97
223,-1618.6522559999999,7.61
224,-1564.241394,7.33
225,-1506.3438680000002,7.69
226,-1555.9448140000002,7.56
227,-1531.9766245,7.41
228,-1513.002136,7.19
229,-1625.9432695,7.61
230,-1639.7061405,7.89
231,-1611.4977685,7.56
232,-1643.935821,7.59
233,-1622.254442,7.79
234,-1610.3556760000001,7.93
235,-1590.2285929999998,7.7
236,-1599.3627075,7.94
237,-1616.761896,8.2
238,-1626.7335449999998,8.15
239,-1657.3757555,8.07
240,-1691.0451675000002,8.3
241,-1635.9543010000002,7.68
242,-1651.9882295,7.94
243,-1631.6274769999998,7.99
244,-1616.005752,8.04
245,-1627.3242825,7.69
246,-1622.9922075,8.07
247,-1634.3868774999999,8.41
248,-1626.213696,8.26
249,-1643.5918805,8.19
250,-1601.150673,8.15
251,-1647.0732935,7.97
252,-1639.9319335,8.4
253,-1619.166854,8.32
254,-1682.3075035000002,8.17
255,-1620.4586,7.77
256,-1626.7781785,7.86
257,-1683.0899025,8.32
258,-1681.086646,8.08
259,-1702.3558215,8.01
260,-1646.9708990000001,7.51
261,-1636.4925285000002,8.1
262,-1632.8037009999998,7.78
263,-1671.587587,7.57
264,-1615.3283729999998,7.61
265,-1595.2984334999999,7.95
266,-1633.0347450000002,8.1
267,-1666.6017625,7.91
268,-1593.8596595,7.68
269,-1675.1083825,7.51
270,-1661.8627350000002,7.75
271,-1678.58717,7.59
272,-1656.6721215,8.0
273,-1668.6969115000002,8.52
274,-1629.3511685,8.49
275,-1658.7777725,8.3
276,-1598.372894,8.38
277,-1620.7579070000002,8.1
278,-1651.5865279999998,8.17
279,-1643.5761275,8.27
280,-1609.5969065000002,8.17
281,-1653.90747,8.1
282,-1685.3425814999998,7.75
283,-1669.902016,8.14
284,-1698.294173,7.81
285,-1671.424806,7.82
286,-1685.1981790000002,8.22
287,-1677.9596755,7.68
288,-1634.2188455,7.51
289,-1627.9071434999998,7.59
290,-1675.5599685,7.99
291,-1654.936666,7.7
292,-1703.3587625,8.18
293,-1619.8678625000002,7.83
294,-1671.850137,7.87
295,-1623.283638,7.49
296,-1609.888337,7.8
297,-1662.0806515,7.58
298,-1657.766955,7.55
299,-1648.6170874999998,7.53
300,-1690.0842345,7.81
301,-1726.3371385,7.82
302,-1697.5721605,7.67
303,-1701.3581315,7.75
304,-1689.855816,7.76
305,-1683.6202535,7.6
