model,Gsolv,timing
501,-3524.78626,36.44
502,-3619.7899775,35.75
503,-3586.1625735,34.84
504,-3580.1055450000003,35.03
505,-3559.6397725,35.93
506,-3530.273555,34.41
507,-3574.46072,34.89
508,-3489.8802375000005,34.52
509,-3466.3951399999996,34.9
510,-3491.101095,33.94
511,-3510.4221494999997,34.4
512,-3550.2903669999996,34.91
513,-3551.309061,35.12
514,-3481.024426,35.18
515,-3510.020448,35.36
516,-3569.4223855,36.12
517,-3566.9649175,35.52
518,-3536.406723,34.91
519,-3584.0805520000004,33.76
520,-3579.9716445000004,35.26
521,-3546.0501845,35.75
522,-3578.8584325,36.02
523,-3487.2652395000005,35.23
524,-3536.3988465,36.2
525,-3565.4920119999997,36.19
526,-3562.9006435,36.58
527,-3556.927631,36.62
528,-3566.3137935,37.15
529,-3542.3009705,37.02
530,-3557.8806874999996,36.04
531,-3621.551688,35.33
532,-3631.3526795,35.83
533,-3664.772669,35.44
534,-3661.7927265,34.17
535,-3644.5957015,34.23
536,-3658.539732,34.35
537,-3717.954797,33.99
538,-3648.0036005,35.35
539,-3661.5065469999995,35.4
540,-3629.0317375,34.36
541,-3581.1321155000005,34.52
542,-3688.6253365,34.83
543,-3758.7366885,35.81
544,-3756.2660929999997,34.6
545,-3655.210598,33.63
546,-3574.439716,34.99
547,-3617.5688044999997,34.51
548,-3582.904328,35.04
549,-3626.771182,35.91
550,-3592.0699485,35.54
551,-3640.455288,34.51
552,-3669.8792665,34.87
553,-3644.6744664999997,33.44
554,-3569.7374455000004,34.28
555,-3502.4353785,35.24
556,-3561.994846,33.86
557,-3543.364298,35.08
558,-3503.7586305,34.92
559,-3476.79212,34.32
560,-3477.112431,36.18
561,-3474.2270065000002,33.83
562,-3453.6378354999997,33.71
563,-3381.596741,33.21
564,-3450.6999010000004,34.15
565,-3550.1092075,35.41
566,-3510.5586755000004,34.51
567,-3573.951373,34.43
568,-3543.4509395,35.46
569,-3529.9296145,34.18
570,-3586.585279,34.44
571,-3568.826397,33.11
572,-3543.26978,34.09
573,-3509.238049,32.79
574,-3497.4311755,33.03
575,-3557.788795,34.32
576,-3600.4006600000002,34.23
577,-3554.8429840000003,35.07
578,-3548.2503534999996,33.89
579,-3546.4230055000003,34.47
580,-3548.956613,33.77
581,-3556.2843835,34.89
582,-3637.1025245,35.05
583,-3541.8966435,35.02
584,-3595.6983895,35.22
585,-3642.7079670000003,35.0
586,-3566.7968855000004,35.56
587,-3578.6116355,34.45
588,-3633.7891434999997,34.32
589,-3605.095054,36.18
590,-3529.3598810000003,34.17
591,-3661.3726465000004,34.58
592,-3558.056596,35.28
593,-3587.4648214999997,35.12
594,-3582.4028575,35.13
595,-3565.5523985,34.59
596,-3637.5331064999996,35.47
597,-3573.788592,35.62
598,-3568.0203684999997,35.5
599,-3489.221237,34.55
600,-3526.1541454999997,35.55
601,-3558.628955,34.33
602,-3590.6049195,34.13
603,-3645.5776385000004,34.18
604,-3578.577504,34.1
605,-3532.436967,34.55
606,-3575.762968,34.87
607,-3614.090017,34.42
608,-3607.0563025,34.02
609,-3641.4109700000004,33.8
610,-3498.8962045000003,34.41
611,-3601.0045250000003,34.4
612,-3589.1897750000003,33.91
613,-3649.76006,34.41
614,-3701.3852665,34.42
615,-3645.144431,33.65
616,-3628.314976,34.73
617,-3584.1803210000003,34.28
618,-3608.5292080000004,34.69
619,-3503.3017935000003,35.06
620,-3552.915867,34.45
621,-3557.8964405,34.55
622,-3539.9012635,34.64
623,-3614.2239175,35.13
624,-3554.4307805000003,34.29
625,-3578.97658,34.02
626,-3549.697004,34.78
627,-3529.396638,34.31
628,-3598.2766305,34.41
629,-3603.209945,33.78
630,-3652.4301935000003,33.74
631,-3568.175273,33.73
632,-3604.990034,33.85
633,-3548.9487365,34.25
634,-3521.2549625,33.38
635,-3515.8149264999997,33.22
636,-3618.2094265,33.57
637,-3607.3766135,34.87
638,-3596.0764615,34.23
639,-3599.3583364999995,35.42
640,-3573.1584719999996,35.4
641,-3615.008942,34.76
642,-3592.5215345,34.45
643,-3532.3135685,34.18
644,-3470.6930835,34.8
645,-3524.3766819999996,34.3
646,-3484.4375760000003,35.01
647,-3539.7279805000003,34.99
648,-3568.3511815,33.77
649,-3551.204041,34.48
650,-3602.8344985,33.33
651,-3627.2437720000003,33.24
652,-3604.0737345000002,32.67
653,-3578.2808225,33.28
654,-3516.7233494999996,32.35
655,-3500.9362180000003,32.84
656,-3510.892114,33.35
657,-3542.671166,33.93
658,-3490.4000865000003,33.22
659,-3430.4336665,34.65
660,-3427.3355765,33.86
661,-3543.3196645000003,33.62
662,-3525.8338344999997,33.9
663,-3470.6957089999996,33.22
664,-3482.5813475000004,34.43
665,-3509.4822205,33.91
666,-3534.773662,33.95
667,-3576.5584945,33.7
668,-3611.8530910000004,34.23
669,-3598.7623479999997,33.33
670,-3595.013134,33.55
671,-3552.5535480000003,33.54
672,-3591.610486,34.35
673,-3598.2319970000003,34.42
674,-3504.9191015,33.35
675,-3472.706842,32.83
