model,Gsolv,timing
378,-19250.1476215,33.39
379,-19225.184367500002,32.22
380,-19251.1715665,32.49
381,-19385.9542345,32.57
382,-18771.6712505,33.41
383,-19117.116162,32.3
384,-19033.7801665,32.38
385,-18713.639823999998,31.45
386,-19182.632889,32.51
387,-19189.606217,32.27
388,-19169.305851,31.77
389,-19340.002733499998,32.35
390,-19270.180186499998,33.87
391,-19623.380825,33.22
392,-19353.077723500002,32.41
393,-19107.257409499998,32.49
394,-18768.6309215,32.1
395,-18961.043314500002,34.01
396,-19156.341132,33.18
397,-18956.879271499998,33.08
398,-19371.2881915,32.64
399,-19443.555078999998,32.52
400,-19409.2056625,33.5
401,-19238.2698595,31.27
402,-19571.8973955,32.82
403,-19590.740609,31.52
404,-19357.050105,32.28
405,-19313.970901,31.35
406,-19430.343563,32.28
407,-19318.381741,31.55
408,-19305.632313,33.99
409,-19395.8733735,32.41
410,-19178.7130175,32.57
411,-18883.9061245,31.54
412,-19587.674025,32.57
413,-19117.2028035,31.86
414,-19177.733706,31.32
415,-18862.6028175,31.43
416,-18909.0269085,31.15
417,-19074.278503999998,32.07
418,-18999.787818,32.7
419,-18962.67375,31.87
420,-18694.996148500002,31.85
421,-19062.0935585,31.84
422,-18868.3001525,33.16
423,-18944.111464999998,32.0
424,-19440.3598455,34.07
425,-19335.8229375,33.48
426,-19201.347453,32.48
427,-19319.9019055,33.16
428,-19186.5370075,31.8
429,-18997.9893505,33.59
430,-19464.5039435,32.92
431,-19124.425554,32.44
432,-19433.1974815,32.15
433,-19335.116678,31.75
434,-19203.5134905,33.14
435,-18758.4072245,32.31
436,-18897.61386,32.91
437,-18840.0182665,30.87
438,-19133.38376,32.05
439,-18940.93461,31.42
440,-19097.745222999998,31.45
441,-18965.7324575,30.97
442,-18940.997622,31.88
443,-18908.236633,33.48
444,-18825.9823435,32.28
445,-18930.1621835,31.34
446,-18840.4173425,31.85
447,-19245.172298999998,32.99
448,-19328.3245095,32.9
449,-19278.4032525,32.53
450,-19037.227448,32.64
451,-19057.3098975,31.45
452,-19216.0738825,32.14
453,-19252.444934000003,33.49
454,-19278.73144,33.75
455,-19405.9973015,34.27
456,-19472.1073915,33.09
457,-18976.6387845,34.12
458,-19117.5231145,33.04
459,-18952.9594,32.92
460,-18767.885279500002,33.24
461,-18954.277401,31.88
462,-19042.867022,33.23
463,-19316.8720785,33.19
464,-19000.144886000002,32.05
465,-18908.0974815,33.27
466,-18932.8874525,32.34
467,-19100.9036995,33.88
468,-18910.646842,32.17
469,-18845.4110435,33.22
470,-19033.751286,32.81
471,-18951.8330605,32.62
472,-18944.410772,31.81
473,-19416.034588000002,32.75
474,-19229.954901,32.08
475,-19596.611227,33.51
476,-19377.376726,33.17
477,-19569.5501985,33.97
478,-19746.75307,32.63
479,-19788.385623500002,32.97
480,-19804.1806315,32.91
481,-19656.307220500003,32.16
482,-19517.6073065,33.01
483,-19280.9027285,33.18
484,-19443.3109075,32.88
485,-19278.605416,33.32
486,-19305.269994,34.68
487,-19363.409066,32.51
488,-19196.3038675,33.36
489,-19218.4840915,33.33
490,-18863.776416,33.84
491,-19225.307765999998,34.07
492,-19260.9541795,33.95
493,-18912.461062500002,32.27
494,-19416.8196125,33.4
495,-19535.479085,33.31
496,-19394.4661055,33.25
497,-19366.223602000002,33.51
498,-19318.024673,33.63
499,-19186.723418,33.37
500,-19171.2040875,34.01
501,-19751.211169000002,33.4
502,-19387.920734,33.86
503,-19645.445527,33.81
504,-19048.716636,32.74
505,-19212.757876,33.0
506,-19301.2240985,33.52
507,-19154.329999,33.21
508,-19532.2418435,33.35
509,-19417.153051,32.67
510,-19690.5594935,33.13
511,-19799.499365,33.94
512,-20170.931475499998,34.13
513,-19968.2743815,34.58
514,-19897.1023275,34.5
515,-20290.1869365,33.49
516,-19840.829986,34.8
517,-19474.85629,35.37
518,-19626.762468999998,35.2
519,-19765.4230005,34.28
520,-19749.131772999997,34.43
521,-19647.850485,35.16
522,-19765.530646000003,33.81
523,-19829.535085,33.47
524,-19493.171778,33.26
525,-19369.5028515,33.28
526,-19566.880065,33.27
527,-19338.7057365,33.98
528,-19526.6547795,33.08
529,-19656.0814275,32.61
530,-19758.2133775,31.57
531,-19776.581375499998,32.8
532,-19412.2459915,32.68
533,-19537.505971000002,32.57
534,-19536.7472015,33.28
535,-19860.1405385,32.81
536,-19804.7739945,32.28
537,-19742.6704175,32.96
538,-19733.982638,32.91
539,-19574.8589595,34.37
540,-19859.429028,33.2
541,-19476.583869,32.78
542,-19369.857294,32.63
543,-19274.882457,32.81
544,-19353.398034499998,32.33
545,-19415.722153500003,33.54
546,-19240.548793500002,33.65
547,-19355.929016500002,33.24
548,-19375.512621,33.89
549,-19134.7463945,33.34
550,-19405.28054,33.91
551,-19731.225863,33.24
552,-19913.482821999998,33.76
553,-19711.056772,34.12
554,-19513.865969000002,33.07
555,-19373.5461215,32.76
556,-19537.631995,34.0
557,-19138.79229,33.43
558,-19358.9115845,32.47
559,-19632.507063,33.12
560,-19092.8224105,32.9
561,-19117.848676499998,33.19
562,-19367.8225315,32.82
563,-19795.5584895,33.46
564,-19848.6198445,32.14
565,-19753.7920355,32.79
566,-19568.996218,34.53
567,-19796.1203465,33.57
568,-19688.6743845,35.06
569,-19953.3825455,34.1
570,-20218.34538,34.61
571,-19750.0638255,33.15
572,-19713.0705305,32.18
573,-20029.5377985,32.11
574,-19720.828883,33.49
575,-19323.853283,32.29
576,-19593.636535499998,33.01
577,-19437.920756,32.84
578,-19337.7920625,32.07
579,-19245.146044,32.72
580,-18989.3672085,31.66
581,-19578.1513365,32.93
582,-19376.733478500002,32.6
583,-19154.1908475,32.16
584,-19076.83049,32.47
585,-19255.490514,31.54
586,-18839.7662185,32.69
587,-18912.030480499998,31.86
588,-19205.781922500002,32.88
589,-19277.6103515,33.43
590,-19545.981085,33.55
591,-19348.6091225,32.86
592,-19315.451683,34.77
593,-19714.4883005,34.48
594,-19199.299563,33.83
595,-19356.6116465,33.91
596,-19411.970314,33.33
597,-19334.665092,33.39
598,-19332.0107115,34.55
599,-19312.138302,34.18
600,-19662.521779,34.42
601,-19461.072415,35.31
602,-19243.5838715,35.76
603,-19443.3109075,34.55
604,-19310.0720335,35.13
605,-19246.668834,33.84
606,-18847.67685,34.21
607,-18973.0208455,33.83
608,-19028.7077005,33.51
609,-19131.9213565,33.98
610,-18993.733415,33.65
611,-19257.995241,34.37
612,-18950.4625495,33.92
613,-19373.7561615,34.15
614,-19420.1644995,33.26
615,-18927.4159105,32.95
616,-19695.0280945,33.75
617,-19214.863526999998,33.68
618,-18847.632216500002,33.65
619,-18912.978286,34.15
620,-18971.505932,33.95
621,-19237.805146,33.0
622,-19182.050028,33.38
